GeneID	RNA.seq_LADC55
MFSD8	711
ABHD18	522
LARP1B	828
PGRMC2	1954
LINC02615	61
JADE1	1055
SCLT1	490
C4orf33	947
LINC02466	0
SNHG27	0
LOC105377428	6
PCDH10-DT	0
PCDH10	21
PABPC4L	156
LINC02511	0
LOC105377442	27
PCDH18	337
LINC02172	2
LOC101927414	21
SLC7A11-AS1	8
SLC7A11	116
LOC105377448	0
NOCT	78
ELF2	1398
MGARP	27
NDUFC1	476
NAA15	1917
105377449	82
RAB33B-AS1	40
RAB33B	747
SETD7	4220
LOC105377451	0
LOC105377622	1
LOC101927490	2
MGST2	1117
MAML3	318
LOC101927516	0
SCOC	2446
SCOC-AS1	10
CLGN	79
MGAT4D	0
ELMOD2	1334
UCP1	11
TBC1D9	1785
TNRC18P1	4
RNF150	83
ZNF330	1009
LINC02432	11
IL15	142
INPP4B	1775
LOC101927613	8
107986194	0
LOC105377623	7
USP38	1874
GAB1	1134
SMARCA5-AS1	113
SMARCA5	4177
GUSBP5	28
FREM3	7
LOC105377458	17
LOC105377459	1
GYPE	19
LOC101927636	2
GYPB	1
LOC105377460	1
107986317	5
HHIP-AS1	72
HHIP	478
ANAPC10	503
ABCE1	2974
OTUD4	2449
LINC02266	0
SMAD1	1038
SMAD1-AS1	134
MMAA	383
C4orf51	280
ZNF827	639
LSM6	267
REELD1	58
SLC10A7	778
LOC105377472	2
TTC29	24
LOC105377473	4
LOC105377475	0
EDNRA	1538
105377478	3
TMEM184C	1284
PRMT9	686
ARHGAP10	603
NR3C2	483
LOC102724672	8
LOC107986195	22
LOC105377481	135
IQCM	0
DCLK2	102
LRBA	3210
MAB21L2	0
RPS3A	20787
SNORD73B	6
SNORD73A	48
SH3D19	2273
LOC107986196	122
LOC105377485	7
PRSS48	2
FHIP1A-DT	68
FHIP1A	710
GATB	421
LOC107986197	25
LINC02273	13
LOC105377492	10
FBXW7	749
FBXW7-AS1	30
MIR4453HG	89
MIR4453	4
TMEM154	476
TIGD4	29
ARFIP1	1964
LOC729870	9
FHDC1	576
TRIM2	5402
LOC105377496	1
ANXA2P1	11
MND1	107
TMEM131L	958
LOC100419170	14
TLR2	3228
RNF175	38
LOC105377499	16
SFRP2	932
LOC101927947	8
DCHS2	106
PLRG1	1807
FGB	1124
FGA	733
FGG	1024
LRAT	55
RBM46	1
MAP9	740
LOC102724776	28
LOC105377505	4
LOC105377504	23
GUCY1A1	1762
107984032	3
LOC105377506	3
GUCY1B1	790
ASIC5	6
LOC105377507	10
TDO2	102
CTSO	2357
LOC102724785	1
LOC105377508	0
PDGFC	1121
GLRB	459
GRIA2	13
112268471	2
LOC107986238	5
LINC02433	0
LOC105377509	5
GASK1B	2340
GASK1B-AS1	282
LOC101928007	3
TMEM144	820
RXFP1	105
C4orf46	409
ETFDH	772
PPID	736
FNIP2	3688
C4orf45	0
RAPGEF2	2244
LINC02477	2
FSTL5	4
NAF1	596
LOC101928081	8
NPY1R	93
NPY5R	1
TMA16	604
MARCHF1	1584
ANP32C	3
SMIM31	107
APELA	1
TRIM61	12
FAM218A	20
TMEM192	974
KLHL2	1262
GK3P	4
MSMO1	2059
CPE	1336
LOC101928131	0
TLL1	176
SPOCK3	117
ANXA10	16
LOC105377524	73
DDX60	4673
DDX60L	3538
LOC107986198	0
PALLD	2826
LOC102723331	3
CBR4	1471
LOC105377527	6
SH3RF1	1796
NEK1	622
CLCN3	2714
HPF1	474
MFAP3L	74
AADAT	149
LOC107986326	27
LINC01612	3
LINC02512	0
GALNTL6	11
LOC107986201	1
LOC101930370	140
GALNT7	4356
HMGB2	2666
SAP30-DT	17
SAP30	142
101928383	11
SCRG1	5
LOC112268474	4
LOC112267917	7
LOC101928409	3
HAND2	2
HAND2-AS1	1
FBXO8	843
CEP44	547
LOC105377547	6
HPGD	3331
LOC105377548	129
GLRA3	116
ADAM29	15
GPM6A	230
LOC101928590	0
LOC107984113	0
WDR17	112
SPATA4	20
ASB5	3
SPCS3	4582
LOC105377555	0
VEGFC	106
NEIL3	75
AGA	1401
AGA-DT	2
LINC01098	0
LINC01099	3
LOC105377567	0
TENM3	37
TENM3-AS1	0
LOC105377576	61
DCTD	1650
LOC105377578	0
WWC2-AS2	5
WWC2	1171
CLDN22	70
CLDN24	1
107986217	0
CDKN2AIP	829
LOC389247	2
ING2	324
RWDD4	567
TRAPPC11	1617
LOC105377581	0
STOX2	307
LOC107986330	0
ENPP6	15
LOC105377582	0
LOC105377584	2
LINC02363	6
LINC02362	25
IRF2	1601
LINC02427	5
LINC02365	1
CASP3	1675
PRIMPOL	391
CENPU	498
ACSL1	9306
SLED1	22
LOC105377587	8
MIR3945HG	24
LINC01093	10
HELT	1
SLC25A4	1333
CFAP97	2045
SNX25	1891
LRP2BP	391
LOC107986206	18
ANKRD37	137
UFSP2	668
C4orf47	39
CCDC110	51
LOC105377590	2
PDLIM3	725
SORBS2	941
TLR3	1021
FAM149A	357
FLJ38576	10
CYP4V2	1163
KLKB1	38
F11	256
F11-AS1	28
MTNR1A	41
FAT1	3342
LOC107986334	5
LOC102723906	3
LOC107986335	1
LOC339975	0
LOC105377604	0
ZFP42	0
TRIML2	0
LOC105377609	0
LINC01060	0
LOC101930028	0
LOC105377616	50
FRG1-DT	24
FRG1	595
ANKRD20A12P	22
PLEKHG4B	933
LRRC14B	3
CCDC127	1107
SDHA	4173
HRAT5	15
PDCD6	3338
AHRR	791
EXOC3-AS1	361
EXOC3	2609
SLC9A3	997
PP7080	458
SLC9A3-AS1	532
LOC105374606	0
LOC105374608	8
CEP72	748
TPPP	707
LOC101929898	59
ZDHHC11B	466
101928768	58
ZDHHC11	479
BRD9	1501
TRIP13	708
LOC100506688	11
NKD2	133
SLC12A7	2976
MIR4635	4
105374612	5
LOC107986396	4
CTD-3080P12.3	2
SLC6A18	0
TERT	5
CLPTM1L	11030
LINC01511	8
SLC6A3	1184
LPCAT1	34364
MIR6075	2
LOC107986397	2044
SDHAP3	968
LOC728613	229
LOC105374614	0
LOC101929003	11
MRPL36	707
NDUFS6	632
IRX4	0
IRX4-AS1	0
112267929	0
112267947	2
105374616	0
LOC105374618	4
IRX2	3596
LSINCT5	0
C5orf38	2022
IRX1	35
LOC107986399	3
ADAMTS16-DT	0
ADAMTS16	57
LOC101929200	89
ICE1	3868
LOC105374636	2
LINC02145	0
MED10	1314
UBE2QL1	9
LOC105374639	0
LINC01018	237
NSUN2	4003
SRD5A1	1016
LINC02102	12
TENT4A	1678
LOC107986401	4
LOC102724943	55
LOC105374642	0
ADCY2	39
C5orf49	64
MTRR	3446
FASTKD3	722
LINC02226	4
MIR4458HG	282
MIR4458	14
SEMA5A	1211
SNHG18	619
SNORD123	25
LINC02112	5
ATPSCKMT	642
CCT5	10791
CMBL	1515
LOC105374651	6
LOC101929977	163
MARCHF6	7105
MIR10397	160
ROPN1L	65
105369214	3
ANKRD33B	76
DAP	10795
LOC105374654	12
CTNND2	89
LOC105374655	0
LINC01194	0
LOC105374657	0
DNAH5	1133
TRIO	5959
OTULINL	2607
SNORD141B	36
OTULIN	1960
ANKH	1763
LOC100130744	249
FBXL7	212
LOC107986343	5
ZNF622	1829
RETREG1	1070
RETREG1-AS1	5
MYO10	6225
BASP1-AS1	0
BASP1	1190
LOC105374666	16
LINC02100	68
CDH18	10
112267938	13
LOC105374673	1
LOC105374678	0
LOC102723561	0
GUSBP1	410
CDH12	3
SNORA105A	38
LINC02899	0
LOC105374689	0
CDH10	17
PURPL	1
CDH6	160
DROSHA	2192
C5orf22	1562
PDZD2	598
LOC105374711	13
GOLPH3	5965
MTMR12	1517
ZFR	3964
SUB1	5025
NPR3	1120
LINC02120	4
LOC105374715	0
LOC107986411	20
TARS1	3292
ADAMTS12	537
SLC45A2	5
AMACR	410
C1QTNF3-AMACR	514
C1QTNF3	318
LOC646652	9
LOC105374721	34
LOC105374723	13
RAI14	11193
TTC23L-AS1	65
TTC23L	32
RAD1	1621
BRIX1	1452
DNAJC21	2813
AGXT2	7
PRLR	1025
SPEF2	390
LOC105374724	8
IL7R	3069
CAPSL	55
UGT3A1	1
UGT3A2	15
LMBRD2	1847
SKP2	430
NADK2	888
RANBP3L	84
SLC1A3	952
107986413	35
LOC107986412	60
NIPBL-DT	313
NIPBL	3802
CPLANE1	2324
LOC105374727	4
NUP155	1780
WDR70	956
GDNF	6
GDNF-AS1	1
EGFLAM	59
LIFR	6813
LIFR-AS1	180
MIR3650	17
OSMR-AS1	12
LINC01265	1
LOC107986414	12
105374733	11
112267930	6
OSMR	7044
RICTOR	2127
FYB1	1546
C9	2
DAB2	3456
LINC02104	3
LOC105374736	1
LOC105374737	0
PTGER4	504
TTC33	772
PRKAA1	4819
RPL37	3339
CARD6	441
C7	2608
MROH2B	0
LOC105374739	10
C6	179
PLCXD3	44
OXCT1	947
LOC102723752	6
OXCT1-AS1	44
C5orf51	1335
FBXO4	1515
GHR	79
CCDC152	5592
SELENOP	8145
LOC105374745	4
FLJ32255	310
LOC105374746	28
LOC648987	63
LOC105374748	11
ANXA2R	58
LOC153684	205
LOC100132356	58
LOC100506639	95
ZNF131	1053
NIM1K	55
HMGCS1	3079
CCL28	287
TMEM267	775
C5orf34-AS1	16
C5orf34	171
PAIP1	3731
NNT-AS1	417
NNT	4792
FGF10	50
FGF10-AS1	4
MRPS30-DT	8
MRPS30	631
HCN1	2
EMB	9191
PARP8	2014
ISL1-DT	8
ISL1	7
LOC105378963	3
ITGA1	3901
PELO	785
ITGA2	3572
MOCS2	1263
LOC257396	104
FST	77
NDUFS4	571
ARL15	1194
HSPB3	3
SNX18	2186
105378967	2
105378968	3
LOC102467080	3
LOC105378969	4
ESM1	632
GZMK	173
GZMA	129
CDC20B	10
GPX8	839
MCIDAS	68
CCNO	174
DHX29	2053
LOC105378973	96
MTREX	2782
PLPP1	866
RNF138P1	6
105378975	12
SLC38A9	640
DDX4	2
IL31RA	29
IL6ST	13052
FLJ31104	12
ANKRD55	12
LOC101928419	4
LINC01948	21
C5orf67	1
105378978	1
MAP3K1	1748
LOC105378980	197
SETD9	262
MIER3	1798
GPBP1	5258
ACTBL2	27
LOC102724122	2
LINC02101	4
PLK2	1241
GAPT	177
RAB3C	12
PDE4D	1521
107986348	11
LOC107986347	4
LOC105378988	8
LOC107986350	31
PART1	22
DEPDC1B	258
ELOVL7	597
ERCC8	261
ERCC8-AS1	26
NDUFAF2	280
SMIM15	2354
SMIM15-AS1	145
LINC02057	9
LOC105378994	0
ZSWIM6	1058
LOC105378997	2
C5orf64	0
KIF2A	1551
DIMT1	968
IPO11	867
IPO11-LRRC70	322
LRRC70	64
RNF180	222
RGS7BP	127
SHISAL2B	3
SREK1IP1	1156
CWC27	736
ADAMTS6	95
CENPK	273
PPWD1	1051
TRIM23	691
TRAPPC13	834
SHLD3	114
SGTB	500
NLN	1378
ERBIN	5795
SREK1	3053
LINC02065	1
LOC105379003	5
MAST4	1438
MAST4-AS1	32
CD180	755
LOC101928819	89
LINC02242	2
105379005	6
LOC101928858	11
PIK3R1	2995
LOC105379013	7
LINC02198	86
SLC30A5	2838
CCNB1	1129
LOC112267932	51
CENPH	279
MRPS36	404
CDK7	803
CCDC125	889
AK6	680
TAF9	1267
RAD17	1227
MARVELD2	1083
OCLN	3961
GTF2H2C	826
GUSBP3	33
107986357	1
LOC105379623	0
LOC105369228	16
112267941	196
SERF1B	148
LOC107986372	7
SMN2	1104
GUSBP14	240
112267939	5
112267940	3
107986356	0
LOC105379021	0
GTF2H2B	565
GUSBP15	59
LOC441081	28
LOC105379020	0
LOC107986355	1
GUSBP16	74
LOC101929599	7
SERF1A	120
LOC107986373	8
SMN1	1199
NAIP	634
LOC112267942	73
GTF2H2	547
OCLNP1	109
GUSBP17	36
LOC105379016	4
107986421	0
LINC02197	2
105379026	0
BDP1	2626
MCCC2	2121
LOC105379028	32
MAP1B	5891
MRPS27	1212
PTCD2	426
ZNF366	240
LOC102503427	1
LINC02056	0
TNPO1	5333
FCHO2	3121
TMEM171	0
LOC340090	0
LOC105379031	0
FOXD1	0
BTF3	8362
ANKRA2	912
UTP15	633
ARHGEF28	540
LOC105379034	2
LINC02122	14
LOC105379035	13
LINC01333	0
LINC01331	0
ENC1	3681
HEXB	5115
GFM2	1247
NSA2	2189
FAM169A	130
GCNT4	57
ANKRD31	53
HMGCR	1998
CERT1	1860
POLK	1324
ANKDD1B	153
107986424	62
POC5	486
LOC441087	3
SV2C	8
IQGAP2	961
F2RL2	25
F2R	1175
F2RL1	965
S100Z	14
CRHBP	6
AGGF1	2084
ZBED3	428
SNORA47	1
ZBED3-AS1	24
PDE8B	226
WDR41	1098
TBCA	1265
AP3B1	2491
SCAMP1-AS1	183
SCAMP1	2184
LHFPL2	4146
ARSB	866
DMGDH	137
BHMT2	102
BHMT	5
JMY	1243
LOC102724530	8
LOC101929201	4
HOMER1	765
LOC105379047	19
TENT2	1871
CMYA5	546
LOC102724557	1395
LOC105379048	55
LINC01455	6
MTX3	1040
THBS4	219
THBS4-AS1	46
SERINC5	1862
CRSP8P	20
ZFYVE16	3141
FAM151B	66
ANKRD34B	522
DHFR	2646
MTRNR2L2	20
MSH3	770
LOC107986428	6
RASGRF2-AS1	5
RASGRF2	135
CKMT2	92
CKMT2-AS1	131
ZCCHC9	649
ACOT12	23
SSBP2	566
ATG10	279
RPS23	9158
ATP6AP1L	103
LOC105379052	3
TMEM167A	6559
XRCC4	567
VCAN	7747
107986431	6
VCAN-AS1	3
HAPLN1	10
EDIL3	1469
EDIL3-DT	33
LOC105379061	2
LOC105379062	0
LOC105379064	0
COX7C	1978
SNORD138	2
RASA1	2135
CCNH	1564
LOC644285	42
TMEM161B	972
112267943	6
TMEM161B-AS1	157
LINC02060	8
LINC00461	23
MEF2C-AS2	83
MEF2C	1774
107986361	7
MEF2C-AS1	13
CETN3	804
LOC731157	5
MBLAC2	389
POLR3G	215
LYSMD3	2354
ADGRV1	578
LOC107986432	19
LOC107986433	2
LUCAT1	102
ARRDC3	9962
ARRDC3-AS1	37
LOC107986434	10
LOC105379080	247
LOC105379082	17
LINC02058	0
LOC105379083	20
NR2F1-AS1	371
NR2F1	570
FAM172A	1013
MIR2277	26
POU5F2	6
LOC105379087	1
KIAA0825	292
SLF1	764
MCTP1	650
LOC105379085	1
FAM81B	139
TTC37	3198
ARSK	259
GPR150	5
RFESD	46
SPATA9	195
LOC105379090	8
RHOBTB3	4230
GLRX	1154
LOC102724720	31
LINC01554	1
LOC105379091	3
ELL2	4972
LOC101929710	5
MIR583HG	52
PCSK1	29
CAST	15074
107986364	14
LOC107986363	167
105379094	6
ERAP1	6921
102724748	1006
ERAP2	391
LNPEP	2336
LIX1-AS1	5
LIX1	2
RIOK2	1071
LINC02234	6
RGMB	1850
RGMB-AS1	52
CHD1	2555
LINC02062	33
LOC100289230	54
LOC107986436	2
LOC100133050	6
LOC105379100	1
FAM174A	776
ST8SIA4	1993
LOC107986437	38
LOC107986438	11
LOC105379102	46
SLCO4C1	1576
SLCO6A1	0
LINC00491	4
PAM	11413
GIN1	203
PPIP5K2	2071
MACIR	392
NUDT12	968
LOC105379107	0
LINC02163	0
EFNA5	842
FBXL17	1159
LINC01023	53
FER	1194
LOC285638	32
PJA2	7032
MAN2A1	3920
TMEM232	59
SLC25A46	2506
TSLP	14
WDR36	1768
CAMK4	365
STARD4	581
STARD4-AS1	344
NREP	1151
EPB41L4A	876
EPB41L4A-AS1	258
SNORA13	7
LOC101927023	3
EPB41L4A-DT	44
APC	1648
SRP19	1250
REEP5	7895
LOC105379123	4
DCP2	1453
MCC	367
YTHDC2	1675
LOC105379127	7
KCNN2	57
LOC101927078	15
TRIM36	148
PGGT1B	1503
CCDC112	365
FEM1C	1420
TMED7-TICAM2	591
TICAM2	202
LOC101927100	29
TMED7	4694
CDO1	113
ATG12	1496
AP3S1	2232
LVRN	7
ARL14EPL	6
COMMD10	828
LOC101927190	4
SEMA6A	274
SEMA6A-AS1	31
SEMA6A-AS2	3
LINC00992	16
LINC02147	0
LINC02148	0
LINC02208	7
DTWD2	469
MIR1244-2	177
LOC105379143	1
DMXL1	1738
TNFAIP8	958
LOC102723444	5
HSD17B4	5339
LOC107986444	2
PRR16	102
SRFBP1	520
LOX	761
ZNF474-AS1	7
ZNF474	23
LOC100505841	10
SNCAIP	192
MGC32805	125
LOC107986446	52
LOC105379151	11
LOC101927357	7
SNX2	3124
LOC105379154	5
SNX24	1024
PPIC	1057
PPIC-AS1	19
LOC105379152	47
PRDM6	299
CEP120	1320
CSNK1G3	1179
LINC01170	1
LOC105379155	0
ZNF608	1087
LOC107986391	9
GRAMD2B	1628
LOC101927514	1
ALDH7A1	2101
PHAX	1138
LMNB1	1274
MARCHF3	214
LOC105379163	32
C5orf63	343
LOC105379198	24
MEGF10	58
LOC105379199	0
PRRC1	4877
CTXN3	7
CCDC192	21
LINC01184	756
101929964	5
SLC12A2	3044
FBN2	17
SLC27A6	11
ISOC1	1151
LOC102723654	6
ADAMTS19-AS1	0
ADAMTS19	0
CHSY3	290
LOC107986449	2
LOC105379172	1
HINT1	2662
LYRM7	534
CDC42SE2	3007
LOC105379173	503
RAPGEF6	1688
FNIP1	1123
MEIKIN	50
ACSL6	228
CSF2	14
P4HA2-AS1	216
P4HA2	3563
PDLIM4	160
SLC22A4	88
MIR3936HG	57
MIR3936	4
SLC22A5	331
IRF1-AS1	86
LINC02863	18
IRF1	1176
IL5	1
RAD50	3184
TH2LCRR	276
IL13	0
LOC105379176	1
KIF3A	1175
CCNI2	35
SEPTIN8	1385
SOWAHA	4
SHROOM1	537
GDF9	325
UQCRQ	480
LEAP2	10
AFF4	5804
ZCCHC10	626
HSPA4	4314
FSTL4	336
CTB-49A3.2	29
CTB-3M24.3	8
C5orf15	3278
LOC105379183	10
VDAC1	5147
TCF7	135
SKP1	8282
PPP2CA	3630
MIR3661	170
CDKL3	263
UBE2B	1605
CDKN2AIPNL	478
LINC01843	69
JADE2	2444
107986451	1
SAR1B	2517
SEC24A	2721
CAMLG	774
DDX46	3201
C5orf24	2638
TXNDC15	1773
PCBD2	265
CATSPER3	22
107986452	2
PITX1	32
PITX1-AS1	976
EPIST	0
MACROH2A1	5163
DCANP1	8
TIFAB	17
CXCL14	281
SLC25A48	6
LOC107986453	1
FBXL21P	0
LOC105379189	162
TGFBI	10957
SMAD5-AS1	4
SMAD5	2409
SMIM32	0
CTB-1I21.1	0
SPOCK1	160
KLHL3	237
HNRNPA0	2701
NPY6R	1
LOC107986368	14
PKD2L2-DT	14
MYOT	31
PKD2L2	141
FAM13B	1354
LOC100130172	48
NME5	267
BRD8	1464
KIF20A	666
CDC23	1389
GFRA3	346
CDC25C	110
LOC100128966	0
FAM53C	927
KDM3B	3194
REEP2	23
EGR1	4640
ETF1	4422
HSPA9	7834
SNORD63B	9
SNORD63	6
LOC105379193	601
CTNNA1-AS1	5
CTNNA1	16921
LRRTM2	37
SIL1	2059
105379195	4
MATR3	11905
SNHG4	43
PAIP2	2680
SLC23A1	13
MZB1	200
PROB1	86
SPATA24	119
DNAJC18	202
ECSCR	303
SMIM33	2
STING1	2636
UBE2D2	1898
CXXC5	628
CXXC5-AS1	6
PSD2	10
NRG2	65
MALINC1	64
PURA	1596
IGIP	498
LOC101929719	11
CYSTM1	1430
PFDN1	1431
HBEGF	752
SLC4A9	7
ANKHD1-EIF4EBP3	2827
ANKHD1	2785
EIF4EBP3	149
SRA1	573
APBB3	282
SLC35A4	2127
LOC112267855	43
TMCO6	659
CD14	4320
NDUFA2	399
IK	3038
MIR3655	336
WDR55	1065
DND1	240
HARS1	1200
HARS2	1161
ZMAT2	1980
LOC105378198	0
PCDHA1	55
PCDHA2	53
PCDHA3	66
PCDHA4	61
PCDHA5	48
PCDHA6	56
PCDHA7	52
PCDHA8	53
PCDHA9	52
PCDHA10	106
PCDHA11	73
LOC112267934	25
PCDHA12	62
PCDHA13	133
PCDHAC1	234
PCDHAC2	273
PCDHACT	48
PCDHB1	3
PCDHB2	391
PCDHB3	37
PCDHB4	64
PCDHB5	138
PCDHB6	26
PCDHB17P	5
PCDHB7	40
PCDHB8	190
PCDHB16	133
PCDHB9	142
PCDHB10	102
PCDHB11	45
PCDHB12	83
PCDHB13	290
PCDHB14	297
PCDHB18P	15
PCDHB19P	15
PCDHB15	71
LOC105378199	1
TAF7	3747
PCDHGA1	117
PCDHGA2	190
PCDHGA3	83
PCDHGB1	138
PCDHGA4	132
PCDHGB2	156
PCDHGA5	119
PCDHGB3	97
PCDHGA6	129
PCDHGA7	104
PCDHGB4	109
PCDHGA8	83
PCDHGB5	374
PCDHGA9	117
PCDHGB6	122
PCDHGA10	96
PCDHGB7	145
PCDHGA11	116
PCDHGB8P	18
PCDHGA12	123
PCDHGC3	516
PCDHGC4	77
PCDHGC5	94
DIAPH1	7034
DIAPH1-AS1	2
HDAC3	1389
RELL2	218
FCHSD1	564
ARAP3	482
LOC107986454	23
PCDH1	1258
DELE1	1740
PCDH12	419
RNF14	1579
GNPDA1	1480
NDFIP1	4321
LOC107986455	6
SPRY4	2243
SPRY4-IT1	11
SPRY4-AS1	13
FGF1	97
LINC01844	4
ARHGAP26	892
ARHGAP26-AS1	0
LOC107986457	1
NR3C1	3897
YIPF5	2243
KCTD16	19
PRELID2	254
LOC107986458	3
SH3RF2	58
PLAC8L1	15
LARS1	3589
RBM27	1549
POU4F3	2
TCERG1	1954
PPP2R2B	50
STK32A-AS1	50
STK32A	1286
DPYSL3	4756
JAKMIP2-AS1	16
JAKMIP2	129
LOC105378218	3
SPINK1	1566
C5orf46	17
SCGB3A2	6735
SPINK5	1149
SPINK14	2
SPINK6	14
LOC102546294	54
SPINK13	114
SPINK9	5
FBXO38	2073
HTR4	1
ADRB2	355
SH3TC2	17
ABLIM3	255
AFAP1L1	456
GRPEL2	526
GRPEL2-AS1	27
PCYOX1L	225
IL17B	0
CARMN	29
MIR143	2
MIR145	8
CSNK1A1	7801
ARHGEF37	122
PPARGC1B	131
PDE6A	13
SLC26A2	802
TIGD6	225
HMGXB3	1331
CSF1R	5152
PDGFRB	2007
CDX1	2
SLC6A7	1
CAMK2A	25
ARSI	42
TCOF1	1514
CD74	126857
RPS14	9186
NDST1-AS1	6
NDST1	2376
SYNPO	2563
MYOZ3	11
RBM22	1726
DCTN4	6456
SMIM3	1442
IRGM	1
ZNF300	57
ZNF300P1	31
LOC105378228	1
GPX3	5275
TNIP1	3158
ANXA6	2916
LOC107986463	3
CCDC69	710
LOC105378230	36
GM2A	4292
SLC36A1	621
FAT2	50
LOC105378231	1
SPARC	19204
CLMAT3	606
ATOX1	305
ATOX1-AS1	13
LOC100652758	249
G3BP1	5509
LINC01933	0
NMUR2	0
GRIA1	94
FAM114A2	776
MFAP3	1403
GALNT10	4047
LOC107986465	69
SAP30L-AS1	46
SAP30L	1017
HAND1	30
LARP1	4094
LOC112267936	8
FAXDC2	3503
MIR378H	6
CNOT8	3598
GEMIN5	1057
MRPL22	437
SGCD	399
LOC105377673	0
PPP1R2B	5
TIMD4	10
HAVCR1	41
HAVCR2	1249
MED7	360
ITK	392
CYFIP2	1495
FNDC9	0
NIPAL4-DT	7
NIPAL4	49
ADAM19	452
SOX30	5
LOC105377675	17
C5orf52	0
THG1L	230
LSM11	157
CLINT1	6175
LOC107986466	0
LINC02227	2
EBF1	126
LINC02202	11
LOC107986467	12
RNF145	4453
LOC107986468	4
LINC01932	1
UBLCP1	1290
LOC105377683	11
IL12B	18
107986469	1
LOC105377685	30
LOC105377684	8
105377689	0
ADRA1B	14
LOC101927790	0
TTC1	1472
PWWP2A	805
FABP6	51
FABP6-AS1	14
CCNJL	918
LOC105377691	7
C1QTNF2	53
ZBED8	288
SLU7	1686
PTTG1	477
MIR3142HG	29
ATP10B	63
LINC02159	15
GABRB2	128
LINC01202	0
GABRG2	4
LOC105377700	77
CCNG1	1778
NUDCD2	775
HMMR	580
HMMR-AS1	91
MAT2B	2727
LOC102724458	1
TENM2	9
CTB-178M22.2	5
WWC1	1683
RARS1	2764
FBLL1	20
PANK3	3150
SLIT3	669
SLIT3-AS2	25
SPDL1	575
DOCK2	1649
INSYN2B	12
FOXI1	2
C5orf58	259
LCP2	1978
LOC100128059	10
LINC01366	2
KCNIP1	10
KCNMB1	143
KCNIP1-OT1	0
LOC107986473	1
LOC107986475	6
GABRP	20
RANBP17	338
TLX3	0
NPM1	13783
FGF18	24
LOC105377722	1
LOC105377724	0
LOC105377725	21
LOC107986476	11
FBXW11	2191
STK10	969
107986477	1
UBTD2	1190
SH3PXD2B	1325
LOC105377727	1
LOC107984004	0
NEURL1B	1532
LOC101928093	1
DUSP1	8047
LOC105377730	0
ERGIC1	6013
MIR10523	1
RPL26L1	570
LOC100268168	10
ATP6V0E1	3728
CREBRF	1209
BNIP1	309
NKX2-5	0
STC2	140
LOC285593	6
105377735	13
BOD1	911
LINC01863	10
LINC01942	51
LINC01484	71
LOC107984118	12
LOC107986482	0
LINC01485	0
CPEB4	3328
NSG2	8
MSX2	49
LOC105377742	3
DRD1	32
SFXN1	1270
HRH2	125
LOC105377743	3
CPLX2	4
107986485	0
THOC3	979
107986486	303
LOC100996385	1
FAM153B	7
100507387	4
LOC107986487	3
LOC643201	35
SIMC1	387
KIAA1191	2693
ARL10	175
NOP16	731
HIGD2A	569
CLTB	1069
FAF2	2452
RNF44	1584
112267951	5
CDHR2	11
GPRIN1	172
SNCB	1
EIF4E1B	0
TSPAN17	1125
UNC5A	8
HK3	729
UIMC1	649
ZNF346	273
FGFR4	165
NSD1	2158
RAB24	704
PRELID1	735
MXD3	753
LMAN2	3829
RGS14	374
SLC34A1	10
F12	52
GRK6	725
PRR7-AS1	2
PRR7	47
DBN1	994
PDLIM7	1109
DOK3	463
DDX41	1452
FAM193B	572
107986488	49
FAM193B-DT	1
TMED9	4626
B4GALT7	689
LOC202181	134
LOC107986489	1
FAM153A	4
LOC728554	593
LOC100128340	5
FAM153CP	3
N4BP3	210
RMND5B	1168
NHP2	876
HNRNPAB	2583
PHYKPL	1709
LOC112267937	1
COL23A1	22
CLK4	908
ZNF354A	638
AACSP1	11
ZNF354B	275
ZFP2	31
ZNF454	20
GRM6	2
ZNF879	47
ZNF354C	177
ADAMTS2	394
LOC105377762	1
RUFY1	1106
RUFY1-AS1	146
HNRNPH1	9414
C5orf60	3
LOC105377763	9
CBY3	23
CANX	30623
MAML1	1342
LTC4S	29
MGAT4B	2114
MIR1229	2
SQSTM1	9435
MRNIP	460
LOC100996419	48
TBC1D9B	4782
RNF130	3578
RASGEF1C	0
MAPK9	2154
GFPT2	191
LOC102725231	6
CNOT6	2312
SCGB3A1	1560
FLT4	415
MGAT1	4466
105377766	3
HEIH	511
LINC00847	628
ZFP62	942
BTNL8	15
BTNL3	0
BTNL9	308
MIR8089	0
LOC105377769	5
TRIM7	18
TRIM7-AS1	7
TRIM41	854
RACK1	15867
SNORD96A	25
SNORD95	12
CTC-338M12.4	83
TRIM52	645
TRIM52-AS1	107
105377771	32
107986495	10
LOC100132062	150
LOC105374869	1
102723922	8
107986553	2
DUSP22	851
IRF4	97
EXOC2	1601
HUS1B	7
LOC101927691	23
LINC01622	10
LOC105374879	110
107986554	354
FOXQ1	1090
LINC01394	8
FOXF2-DT	28
FOXF2	162
MIR6720	7
LOC102723944	14
LOC105374883	0
105374882	3
LOC107986555	1
FOXCUT	4
FOXC1	265
GMDS	313
LOC107986514	8
107986513	11
GMDS-DT	134
MYLK4	272
WRNIP1	978
SERPINB1	8437
MIR4645	1
SERPINB9P1	24
LOC101927730	27
SERPINB9	620
105374887	0
SERPINB6	2447
LINC01011	99
NQO2-AS1	18
NQO2	477
HTATSF1P2	215
LOC101927759	9
RIPK1	1661
LOC107986556	5
BPHL	496
TUBB2A	1229
LOC105374889	6
