0	Chromosome	Start	End	Strand	Feature	Gene name
ENSMUSG00000028678	4	116832243	116855244	-	protein_coding	Kif2c
ENSMUSG00000009090	11	4886826	4942732	+	protein_coding	Ap1b1
ENSMUSG00000034738	2	68973856	69027387	+	protein_coding	Nostrin
ENSMUSG00000041237	3	88940063	88950706	+	protein_coding	Pklr
ENSMUSG00000055652	7	82993223	83019016	+	protein_coding	Klhl25
ENSMUSG00000086670	2	4863219	4863530	+	pseudogene	Gm13194
ENSMUSG00000014747	6	83712637	83718320	+	protein_coding	Ankrd53
ENSMUSG00000092036	14	20352117	20369180	-	protein_coding	Gm2244
ENSMUSG00000096265	NA	NA	NA	NA	NA	NA
ENSMUSG00000076530	6	68686290	68686758	-	IG_V_gene	Igkv19-93
ENSMUSG00000072115	14	51710751	51721682	+	protein_coding	Ang
ENSMUSG00000018102	13	23776067	23784357	+	protein_coding	Hist1h2bc
ENSMUSG00000024958	19	7012558	7016940	-	protein_coding	Gpr137
ENSMUSG00000002778	7	53128141	53139101	+	protein_coding	Kdelr1
ENSMUSG00000019920	10	57786213	57887439	+	protein_coding	Lims1
ENSMUSG00000006356	12	114378446	114383715	+	protein_coding	Crip2
ENSMUSG00000082381	4	126153970	126154543	-	pseudogene	Gm12928
ENSMUSG00000039016	9	50412005	50413425	+	protein_coding	Timm8b
ENSMUSG00000000581	11	17157581	17169179	+	protein_coding	C1d
ENSMUSG00000060147	13	34009786	34094663	-	protein_coding	Serpinb6a
ENSMUSG00000021361	13	41111618	41117944	+	protein_coding	Tmem14c
ENSMUSG00000103906	NA	NA	NA	NA	NA	NA
ENSMUSG00000024064	17	73842567	74059793	-	protein_coding	Galnt14
ENSMUSG00000032462	9	98938820	99041040	-	protein_coding	Pik3cb
ENSMUSG00000021867	14	27022840	27026557	-	protein_coding	Gm9746
ENSMUSG00000072676	14	26883224	26886841	-	protein_coding	Gm10395
ENSMUSG00000041231	11	44268072	44284000	-	protein_coding	Ublcp1
ENSMUSG00000052392	12	85379328	85385673	+	protein_coding	Acot4
ENSMUSG00000107145	NA	NA	NA	NA	NA	NA
ENSMUSG00000025489	7	148134861	148136138	-	protein_coding	Ifitm5
ENSMUSG00000029869	6	41555480	41570508	+	protein_coding	Ephb6
ENSMUSG00000037720	5	67651803	67682700	+	protein_coding	Tmem33
ENSMUSG00000033629	9	64834791	64869524	-	protein_coding	Ptplad1
ENSMUSG00000021265	12	110064082	110074093	-	protein_coding	Slc25a29
ENSMUSG00000009418	1	137331156	137481932	-	protein_coding	Nav1
ENSMUSG00000079037	2	131735663	131764165	+	protein_coding	Prnp
ENSMUSG00000054626	X	51080294	51100883	-	protein_coding	Xlr
ENSMUSG00000082260	X	112094533	112094967	-	pseudogene	Gm7429
ENSMUSG00000048027	17	15941625	15963550	-	protein_coding	Rgmb
ENSMUSG00000092511	17	34993356	35018987	-	protein_coding	Gm20547
ENSMUSG00000083405	16	37882627	37883717	+	pseudogene	Gm15725
ENSMUSG00000026478	1	155066051	155179916	-	protein_coding	Lamc1
ENSMUSG00000070348	7	152115835	152125774	-	protein_coding	Ccnd1
ENSMUSG00000030798	7	52489001	52494485	-	protein_coding	Cd37
ENSMUSG00000093894	NA	NA	NA	NA	NA	NA
ENSMUSG00000082956	13	101109439	101148915	-	pseudogene	Naip3
ENSMUSG00000074903	7	46843887	46847049	+	protein_coding	Gm2058
ENSMUSG00000035357	6	101099600	101327891	-	protein_coding	Pdzrn3
ENSMUSG00000030341	6	125299379	125312502	+	protein_coding	Tnfrsf1a
ENSMUSG00000080976	11	87118174	87118446	+	pseudogene	Gm11490
ENSMUSG00000044037	9	110782373	110803034	+	protein_coding	Als2cl
ENSMUSG00000054640	17	81785358	82048947	-	protein_coding	Slc8a1
ENSMUSG00000050930	8	128193717	128197265	+	protein_coding	4933403G14Rik
ENSMUSG00000032221	9	72286335	72306381	+	protein_coding	Mns1
ENSMUSG00000097388	NA	NA	NA	NA	NA	NA
ENSMUSG00000047045	X	139115948	139278037	+	protein_coding	Tmem164
ENSMUSG00000045039	7	26102182	26150936	+	protein_coding	Megf8
ENSMUSG00000083150	4	18120677	18120899	+	pseudogene	Gm11852
ENSMUSG00000019863	10	43593993	43621551	-	protein_coding	Qrsl1
ENSMUSG00000015750	3	95697891	95702211	+	protein_coding	Aph1a
ENSMUSG00000001663	10	75246557	75261329	-	protein_coding	Gstt1
ENSMUSG00000049164	19	40985982	40992437	+	protein_coding	Zfp518a
ENSMUSG00000033170	15	78605567	78633472	-	protein_coding	Card10
ENSMUSG00000106090	NA	NA	NA	NA	NA	NA
ENSMUSG00000109222	NA	NA	NA	NA	NA	NA
ENSMUSG00000039167	3	151100850	151208050	+	protein_coding	Eltd1
ENSMUSG00000062012	17	23712810	23736454	-	protein_coding	Zfp13
ENSMUSG00000053706	3	61166171	61169873	-	protein_coding	B430305J03Rik
ENSMUSG00000062410	3	98545398	98567051	-	protein_coding	Hsd3b3
ENSMUSG00000024440	18	38426745	38444055	-	protein_coding	Pcdh12
ENSMUSG00000054717	8	59990639	59994796	+	protein_coding	Hmgb2
ENSMUSG00000063458	14	22838933	23875307	+	protein_coding	1700112E06Rik
ENSMUSG00000030792	7	52462894	52467253	-	protein_coding	Dkkl1
ENSMUSG00000101035	NA	NA	NA	NA	NA	NA
ENSMUSG00000028874	4	132530009	132557825	+	protein_coding	Fgr
ENSMUSG00000056220	1	151676747	151808420	-	protein_coding	Pla2g4a
ENSMUSG00000029449	5	123553052	123582701	-	protein_coding	Rhof
ENSMUSG00000096150	NA	NA	NA	NA	NA	NA
ENSMUSG00000068854	3	96025043	96027661	+	protein_coding	Hist2h2be
ENSMUSG00000095993	NA	NA	NA	NA	NA	NA
ENSMUSG00000042064	2	69877182	70267255	+	protein_coding	Myo3b
ENSMUSG00000029838	6	36665662	36761361	-	protein_coding	Ptn
ENSMUSG00000107383	NA	NA	NA	NA	NA	NA
ENSMUSG00000066632	12	10905793	10907047	-	pseudogene	Pgk1-rs7
ENSMUSG00000057626	9	105462447	105463092	-	pseudogene	Gm5621
ENSMUSG00000109941	NA	NA	NA	NA	NA	NA
ENSMUSG00000032766	6	3953942	3958445	+	protein_coding	Gng11
ENSMUSG00000047108	15	81237517	81238703	-	protein_coding	Dnajb7
ENSMUSG00000027210	2	115688799	115891575	-	protein_coding	Meis2
ENSMUSG00000028684	4	116662569	116667018	-	protein_coding	Urod
ENSMUSG00000044749	11	110038133	110113090	-	protein_coding	Abca6
ENSMUSG00000046807	10	75012869	75023075	-	protein_coding	AI646023
ENSMUSG00000019960	10	98725864	98730122	+	protein_coding	Dusp6
ENSMUSG00000022286	15	37162790	37293324	+	protein_coding	Grhl2
ENSMUSG00000083240	2	39983023	39983380	-	pseudogene	Gm13453
ENSMUSG00000038060	9	119011595	119057364	+	protein_coding	Dlec1
ENSMUSG00000079014	12	105501331	105507582	+	protein_coding	Serpina3i
ENSMUSG00000038648	6	37277254	37392146	-	protein_coding	Creb3l2
ENSMUSG00000072693	5	115547697	115548304	-	protein_coding	Gm10401
ENSMUSG00000034845	8	74021652	74035668	-	protein_coding	Plvap
ENSMUSG00000031875	8	106864493	106871572	+	protein_coding	Cmtm3
ENSMUSG00000079941	13	21592897	21593287	-	protein_coding	Gm11273
ENSMUSG00000074467	3	89157550	89158820	+	pseudogene	Gm10702
ENSMUSG00000076672	12	115526362	115526793	-	IG_V_gene	Gm16932
ENSMUSG00000024750	19	21346767	21356779	+	protein_coding	Zfand5
ENSMUSG00000091713	14	6645339	6645862	+	pseudogene	Gm17126
ENSMUSG00000096574	NA	NA	NA	NA	NA	NA
ENSMUSG00000016529	1	132916421	132921551	+	protein_coding	Il10
ENSMUSG00000094006	NA	NA	NA	NA	NA	NA
ENSMUSG00000031004	7	142881470	142908062	-	protein_coding	Mki67
ENSMUSG00000079560	6	52118508	52163335	-	protein_coding	Hoxa3
ENSMUSG00000024998	19	38598686	38859588	+	protein_coding	Plce1
ENSMUSG00000082029	2	119491361	119491772	-	pseudogene	H3f3c
ENSMUSG00000074934	2	113586320	113598803	-	protein_coding	Grem1
ENSMUSG00000055170	10	117878102	117882948	+	protein_coding	Ifng
ENSMUSG00000033149	16	45746345	45953711	-	protein_coding	Phldb2
ENSMUSG00000029059	4	154269612	154273244	-	protein_coding	2810405K02Rik
ENSMUSG00000062078	17	10399335	10512245	-	protein_coding	Qk
ENSMUSG00000030124	6	124854378	124861723	-	protein_coding	Lag3
ENSMUSG00000025578	11	118897618	118902283	-	protein_coding	Cbx8
ENSMUSG00000031245	X	106199872	106208743	-	protein_coding	Hmgn5
ENSMUSG00000043131	6	83276009	83293770	+	protein_coding	Mob1a
ENSMUSG00000068732	3	108359342	108365384	-	protein_coding	Tmem167b
ENSMUSG00000032783	15	98905005	98913783	+	protein_coding	Troap
ENSMUSG00000041716	12	103978039	103996882	-	protein_coding	Moap1
ENSMUSG00000083013	4	131458704	131459226	-	pseudogene	Gm12978
ENSMUSG00000074923	2	118489038	118523756	+	protein_coding	Pak6
ENSMUSG00000039294	11	121083901	121090636	-	protein_coding	BC017643
ENSMUSG00000037458	15	38417184	38449021	-	protein_coding	Azin1
ENSMUSG00000083774	7	88367247	88367760	-	pseudogene	Gm7180
ENSMUSG00000018634	11	103994168	104036837	+	protein_coding	Crhr1
ENSMUSG00000020032	10	83833649	83903342	-	protein_coding	Nuak1
ENSMUSG00000084105	4	131800860	131801181	-	pseudogene	Gm13252
ENSMUSG00000037306	4	134117604	134260205	-	protein_coding	Man1c1
ENSMUSG00000020154	10	115712578	115826594	+	protein_coding	Ptprb
ENSMUSG00000063902	7	90904413	90905866	+	protein_coding	Gm7964
ENSMUSG00000023886	17	14416512	14541797	+	protein_coding	Smoc2
ENSMUSG00000096638	NA	NA	NA	NA	NA	NA
ENSMUSG00000053173	6	128263362	128263978	+	pseudogene	Rpl18-ps2
ENSMUSG00000064208	10	27656169	27656634	+	pseudogene	Gm10145
ENSMUSG00000051079	1	145985796	146024502	-	protein_coding	Rgs13
ENSMUSG00000025964	1	63492464	63643089	+	protein_coding	Adam23
ENSMUSG00000019370	7	17500727	17509463	-	protein_coding	Calm3
ENSMUSG00000002992	7	20256927	20266772	-	protein_coding	Apoc2
ENSMUSG00000082561	7	150782343	150782899	+	pseudogene	Gm15580
ENSMUSG00000007655	6	17256334	17291452	+	protein_coding	Cav1
ENSMUSG00000054920	5	65498806	65559427	+	protein_coding	Klhl5
ENSMUSG00000029030	4	153531593	153534775	-	protein_coding	Tprgl
ENSMUSG00000079659	5	9100736	9118983	+	protein_coding	4930420K17Rik
ENSMUSG00000050944	11	76903416	77002470	-	protein_coding	Efcab5
ENSMUSG00000043535	2	28979700	29037991	+	protein_coding	Setx
ENSMUSG00000072940	6	86284003	86284310	+	pseudogene	Gm10443
ENSMUSG00000022881	16	23114015	23127810	-	protein_coding	Rfc4
ENSMUSG00000090035	10	98570792	98575881	+	protein_coding	Galnt4
ENSMUSG00000087468	X	31828522	31829390	+	pseudogene	Gm7023
ENSMUSG00000021189	12	103157110	103196456	-	protein_coding	Atxn3
ENSMUSG00000093955	NA	NA	NA	NA	NA	NA
ENSMUSG00000076939	16	19241303	19241772	-	IG_V_gene	Iglv3
ENSMUSG00000079852	6	129993748	130017289	-	protein_coding	Klra4
ENSMUSG00000021217	7	37483136	37558476	+	protein_coding	Tshz3
ENSMUSG00000068798	3	105530184	105604248	-	protein_coding	Rap1a
ENSMUSG00000083885	4	133194124	133194598	-	pseudogene	Gm13213
ENSMUSG00000031028	7	116154338	116177974	+	protein_coding	Tub
ENSMUSG00000094560	NA	NA	NA	NA	NA	NA
ENSMUSG00000067860	X	55275876	55294913	+	protein_coding	Zic3
ENSMUSG00000082765	2	176910167	176912414	-	pseudogene	Gm14411
ENSMUSG00000020589	12	12268944	12383165	+	protein_coding	Fam49a
ENSMUSG00000032875	7	108018259	108080675	-	protein_coding	Arhgef17
ENSMUSG00000002274	17	25931515	25934081	-	protein_coding	Metrn
ENSMUSG00000070394	11	69652015	69653120	+	protein_coding	1810027O10Rik
ENSMUSG00000025083	19	56986849	57082718	-	protein_coding	Afap1l2
ENSMUSG00000059336	18	78296829	78338858	-	protein_coding	Slc14a1
ENSMUSG00000026355	1	130228167	130256233	-	protein_coding	Mcm6
ENSMUSG00000081855	5	22118415	22119019	-	pseudogene	Rpl17-ps5
ENSMUSG00000030659	7	123647887	123684098	+	protein_coding	Nucb2
ENSMUSG00000048424	15	8918425	8996300	+	protein_coding	Ranbp3l
ENSMUSG00000082101	11	83088613	83100228	-	pseudogene	Slfn14-ps
ENSMUSG00000034403	X	96661072	96666612	-	protein_coding	Pja1
ENSMUSG00000095779	NA	NA	NA	NA	NA	NA
ENSMUSG00000089996	X	133489803	133492564	-	protein_coding	Tmsb15b2
ENSMUSG00000039208	11	121562857	121577620	+	protein_coding	Metrnl
ENSMUSG00000018570	11	69710853	69714489	-	protein_coding	2810408A11Rik
ENSMUSG00000072718	6	130219211	130231946	-	protein_coding	Klra10
ENSMUSG00000073420	17	34625014	34634374	-	processed_transcript	Btnl5
ENSMUSG00000037579	15	99055291	99073248	+	protein_coding	Kcnh3
ENSMUSG00000044703	14	59895749	59916359	-	protein_coding	Phf11
ENSMUSG00000056972	7	69521864	69526526	+	protein_coding	Magel2
ENSMUSG00000094502	NA	NA	NA	NA	NA	NA
ENSMUSG00000080935	5	138805487	138806780	-	pseudogene	Got2-ps1
ENSMUSG00000038861	3	94778652	94810765	+	protein_coding	Pi4kb
ENSMUSG00000043391	16	21649117	21694738	-	protein_coding	2510009E07Rik
ENSMUSG00000063383	17	22281325	22303157	-	protein_coding	Zfp947
ENSMUSG00000021223	12	85104583	85133332	+	protein_coding	Papln
ENSMUSG00000046417	11	62418385	62462025	-	protein_coding	BC046404
ENSMUSG00000046408	8	86525400	86528669	+	protein_coding	1700067K01Rik
ENSMUSG00000021490	13	55501008	55516056	+	protein_coding	Slc34a1
ENSMUSG00000081463	X	139210427	139210890	-	pseudogene	Gm15049
ENSMUSG00000000732	10	77532104	77546000	+	protein_coding	Icosl
ENSMUSG00000062014	14	47427823	47441917	-	protein_coding	Gmfb
ENSMUSG00000039004	13	38436994	38592183	+	protein_coding	Bmp6
ENSMUSG00000090124	1	89991636	90116577	+	protein_coding	Ugt1a7c
ENSMUSG00000020317	10	79039123	79050076	-	protein_coding	Theg
ENSMUSG00000033768	19	6418730	6544169	+	protein_coding	Nrxn2
ENSMUSG00000050243	13	20086889	20087672	-	pseudogene	Gm5446
ENSMUSG00000000682	4	133638362	133650997	-	protein_coding	Cd52
ENSMUSG00000041842	3	84247946	84284351	-	protein_coding	Fhdc1
ENSMUSG00000030200	6	134346335	134388754	+	protein_coding	Bcl2l14
ENSMUSG00000098181	NA	NA	NA	NA	NA	NA
ENSMUSG00000019320	17	24833178	24837474	+	protein_coding	Noxo1
ENSMUSG00000025239	9	123387818	123430666	+	protein_coding	Limd1
ENSMUSG00000069301	13	22134347	22134818	-	protein_coding	Hist1h2ag
ENSMUSG00000081488	1	90083236	90084094	+	pseudogene	Gm15368
ENSMUSG00000050350	14	122310656	122314996	-	protein_coding	Gpr18
ENSMUSG00000076576	6	70024017	70024578	-	IG_V_gene	Igkv6-32
ENSMUSG00000025855	5	139493259	139625955	-	protein_coding	Prkar1b
ENSMUSG00000102248	NA	NA	NA	NA	NA	NA
ENSMUSG00000027496	2	172181689	172196035	-	protein_coding	Aurka
ENSMUSG00000069713	10	20030311	20032100	-	protein_coding	4933406P04Rik
ENSMUSG00000049339	1	75139359	75144483	+	protein_coding	Fam134a
ENSMUSG00000026483	1	153418315	153569069	+	protein_coding	Fam129a
ENSMUSG00000082429	4	154876424	154876815	-	pseudogene	Gm13171
ENSMUSG00000023982	17	47531508	47537533	-	protein_coding	Guca1a
ENSMUSG00000040774	3	106305177	106350720	-	protein_coding	Cept1
ENSMUSG00000040631	8	97387727	97400212	-	protein_coding	Dok4
ENSMUSG00000078435	10	81600997	81614756	+	protein_coding	AU041133
ENSMUSG00000083614	4	101034781	101035495	-	pseudogene	Gm12795
ENSMUSG00000095463	NA	NA	NA	NA	NA	NA
ENSMUSG00000044206	X	93442541	93488777	-	protein_coding	Vsig4
ENSMUSG00000081272	2	49163674	49164982	+	pseudogene	Gm13509
ENSMUSG00000059565	5	44335140	44335722	-	protein_coding	Gm5292
ENSMUSG00000049999	2	178145910	178149177	-	protein_coding	Ppp1r3d
ENSMUSG00000082908	2	87366300	87366561	+	pseudogene	Gm13736
ENSMUSG00000004285	6	29417717	29420512	+	protein_coding	Atp6v1f
ENSMUSG00000073599	18	35872739	35882010	-	protein_coding	Ecscr
ENSMUSG00000035367	13	58503957	58512510	+	protein_coding	Rmi1
ENSMUSG00000056632	18	20668804	20705360	+	protein_coding	Dsg3
ENSMUSG00000082433	13	112672600	112674385	-	pseudogene	Gm9025
ENSMUSG00000103051	NA	NA	NA	NA	NA	NA
ENSMUSG00000047844	X	132673534	132674982	+	protein_coding	Bex4
ENSMUSG00000081614	X	17251555	17253410	-	pseudogene	Gm9436
ENSMUSG00000018449	11	70783714	70791335	+	protein_coding	Rpain
ENSMUSG00000020592	12	8778128	8800521	+	protein_coding	Sdc1
ENSMUSG00000030759	7	120657347	120715025	+	protein_coding	Far1
ENSMUSG00000058905	5	133950949	133951446	+	pseudogene	Gm10051
ENSMUSG00000039789	16	3861527	3884561	-	protein_coding	Zfp597
ENSMUSG00000044678	15	74627303	74630416	-	protein_coding	Ly6k
ENSMUSG00000015880	5	46061160	46091783	+	protein_coding	Ncapg
ENSMUSG00000031561	8	49313035	49760044	-	protein_coding	Odz3
ENSMUSG00000057945	7	133319637	133320048	+	pseudogene	Gm17136
ENSMUSG00000066357	9	108474643	108481070	-	protein_coding	Wdr6
ENSMUSG00000076666	12	115414654	115415073	-	IG_V_gene	Gm16841
ENSMUSG00000038127	16	27388954	27452304	+	protein_coding	Ccdc50
ENSMUSG00000090231	17	34993318	34999463	-	protein_coding	Cfb
ENSMUSG00000026580	1	166045394	166080157	+	protein_coding	Selp
ENSMUSG00000010025	11	61036918	61080966	-	protein_coding	Aldh3a2
ENSMUSG00000032377	9	92352215	92388348	+	protein_coding	Plscr4
ENSMUSG00000026616	1	196963004	197002909	-	protein_coding	Cr2
ENSMUSG00000025330	4	140301779	140330151	-	protein_coding	Padi4
ENSMUSG00000049630	2	12925083	12933374	-	protein_coding	C1ql3
ENSMUSG00000103986	NA	NA	NA	NA	NA	NA
ENSMUSG00000018930	11	83476085	83478185	+	protein_coding	Ccl4
ENSMUSG00000067818	2	156601155	156607394	+	protein_coding	Myl9
ENSMUSG00000040964	4	140070399	140221927	-	protein_coding	Arhgef10l
ENSMUSG00000041712	12	103996176	104015911	+	protein_coding	Ubr7
ENSMUSG00000087239	9	59614523	59615010	-	pseudogene	Gm7613
ENSMUSG00000025351	10	128345974	128349872	+	protein_coding	Cd63
ENSMUSG00000002699	11	33946919	33992295	+	protein_coding	Lcp2
ENSMUSG00000079224	6	100554676	100555114	+	pseudogene	Gm6565
ENSMUSG00000034311	X	97821075	97922553	+	protein_coding	Kif4
ENSMUSG00000030168	6	119303167	119367501	-	protein_coding	Adipor2
ENSMUSG00000042608	4	125781200	125818273	+	protein_coding	Stk40
ENSMUSG00000061815	1	74172114	74194797	+	protein_coding	Rufy4
ENSMUSG00000040722	9	57289134	57315831	-	protein_coding	Scamp5
ENSMUSG00000037820	2	157942137	157972172	-	protein_coding	Tgm2
ENSMUSG00000019467	10	126619576	126627110	-	protein_coding	Arhgef25
ENSMUSG00000083392	X	109276162	109277356	+	pseudogene	Gm6335
ENSMUSG00000038871	6	34426206	34455613	+	protein_coding	Bpgm
ENSMUSG00000038000	8	108222057	108224995	-	protein_coding	Acd
ENSMUSG00000020787	11	72812604	72828702	+	protein_coding	P2rx1
ENSMUSG00000072214	16	18621903	18630004	-	protein_coding	Sept5
ENSMUSG00000082193	1	14855152	14856046	+	pseudogene	Rpl5-ps1
ENSMUSG00000082615	4	145279744	145280381	+	pseudogene	Gm13239
ENSMUSG00000082986	13	33778325	33781377	+	pseudogene	Gm11389
ENSMUSG00000029286	5	88917006	88935074	+	protein_coding	Enam
ENSMUSG00000026833	2	28048511	28086256	+	protein_coding	Olfm1
ENSMUSG00000103823	NA	NA	NA	NA	NA	NA
ENSMUSG00000024338	17	34334665	34338399	+	protein_coding	Psmb8
ENSMUSG00000095865	NA	NA	NA	NA	NA	NA
ENSMUSG00000083199	X	12196599	12197358	-	pseudogene	Gm9432
ENSMUSG00000026938	2	25480185	25483550	-	protein_coding	Fcna
ENSMUSG00000026643	2	3201483	3246149	+	protein_coding	Nmt2
ENSMUSG00000017002	2	164179805	164214831	-	protein_coding	Slpi
ENSMUSG00000066191	4	47028540	47070178	-	protein_coding	Anks6
ENSMUSG00000005469	8	86496876	86520344	+	protein_coding	Prkaca
ENSMUSG00000021939	14	63741301	63764758	+	protein_coding	Ctsb
ENSMUSG00000027341	2	132065227	132073543	-	protein_coding	5730494N06Rik
ENSMUSG00000101878	NA	NA	NA	NA	NA	NA
ENSMUSG00000105338	NA	NA	NA	NA	NA	NA
ENSMUSG00000093913	NA	NA	NA	NA	NA	NA
ENSMUSG00000036617	2	19831406	20732340	+	protein_coding	Etl4
ENSMUSG00000029671	6	22238226	22250409	+	protein_coding	Wnt16
ENSMUSG00000096807	NA	NA	NA	NA	NA	NA
ENSMUSG00000027454	2	150731135	150757016	+	protein_coding	Gins1
ENSMUSG00000071041	8	102554392	102556047	+	pseudogene	Gm15210
ENSMUSG00000095847	NA	NA	NA	NA	NA	NA
ENSMUSG00000073418	17	34865324	34880827	-	protein_coding	C4b
ENSMUSG00000059049	4	82543824	82698243	-	protein_coding	Frem1
ENSMUSG00000024501	18	43480632	43597940	-	protein_coding	Dpysl3
ENSMUSG00000027398	2	129190305	129196875	-	protein_coding	Il1b
ENSMUSG00000021749	14	9181461	9211277	-	protein_coding	Oit1
ENSMUSG00000038224	11	75245233	75253093	-	protein_coding	Serpinf2
ENSMUSG00000042851	2	128793137	128844299	+	protein_coding	Zc3h6
ENSMUSG00000046207	11	68316520	68366200	+	protein_coding	Pik3r6
ENSMUSG00000000416	6	18316477	18465338	-	protein_coding	Cttnbp2
ENSMUSG00000002222	6	71338627	71390631	-	protein_coding	Rmnd5a
ENSMUSG00000049493	9	95653060	95745730	-	protein_coding	Pls1
ENSMUSG00000091318	1	32600390	32604138	-	protein_coding	Gm5415
ENSMUSG00000101111	NA	NA	NA	NA	NA	NA
ENSMUSG00000052369	15	97794709	97800705	+	protein_coding	Tmem106c
ENSMUSG00000095954	NA	NA	NA	NA	NA	NA
ENSMUSG00000023055	15	102537209	102552609	-	protein_coding	Calcoco1
ENSMUSG00000021890	14	32308264	32323044	+	protein_coding	Eaf1
ENSMUSG00000082165	X	137356476	137357062	-	pseudogene	Gm7091
ENSMUSG00000081221	X	77439007	77440197	-	pseudogene	Gm14760
ENSMUSG00000025407	10	126766944	126778645	-	protein_coding	Gli1
ENSMUSG00000026566	1	167522311	167564672	-	protein_coding	Mpzl1
ENSMUSG00000094134	NA	NA	NA	NA	NA	NA
ENSMUSG00000024666	19	10644967	10651852	-	protein_coding	Tmem138
ENSMUSG00000026755	2	38863595	38871397	+	protein_coding	Arpc5l
ENSMUSG00000029461	7	107855164	107990142	+	protein_coding	Fam168a
ENSMUSG00000043342	2	74535736	74538265	+	protein_coding	Hoxd9
ENSMUSG00000040118	5	15440508	15880329	+	protein_coding	Cacna2d1
ENSMUSG00000089943	1	90062586	90115572	+	protein_coding	Ugt1a5
ENSMUSG00000032889	11	28239127	28239814	-	protein_coding	Gm6685
ENSMUSG00000095564	NA	NA	NA	NA	NA	NA
ENSMUSG00000059852	18	80492367	80493072	-	protein_coding	Kcng2
ENSMUSG00000070960	1	31672835	31673507	+	pseudogene	Gm10307
ENSMUSG00000022899	16	36750263	36785048	-	protein_coding	Slc15a2
ENSMUSG00000030516	7	72441050	72516125	-	protein_coding	Tjp1
ENSMUSG00000026209	1	75304470	75314212	-	protein_coding	Dnpep
ENSMUSG00000005803	2	122590972	122635305	+	protein_coding	Sqrdl
ENSMUSG00000021365	13	41405284	41582689	-	protein_coding	Nedd9
ENSMUSG00000000355	X	35953754	35966699	+	protein_coding	Mcts1
ENSMUSG00000036030	9	72655080	72765098	+	protein_coding	Prtg
ENSMUSG00000045095	6	93625448	94233316	-	protein_coding	Magi1
ENSMUSG00000015804	5	45911459	45920515	+	protein_coding	Med28
ENSMUSG00000036223	18	74354952	74367472	-	protein_coding	Ska1
ENSMUSG00000028402	4	80924403	81088719	-	protein_coding	Mpdz
ENSMUSG00000054252	5	34064372	34079716	+	protein_coding	Fgfr3
ENSMUSG00000056492	17	43526414	43596506	+	protein_coding	Gpr116
ENSMUSG00000001025	3	90416815	90418336	+	protein_coding	S100a6
ENSMUSG00000040017	7	53983386	53987913	-	protein_coding	Saa4
ENSMUSG00000027715	3	36463787	36471072	-	protein_coding	Ccna2
ENSMUSG00000055745	15	84383827	84387922	-	protein_coding	Ldoc1l
ENSMUSG00000000365	14	57021533	57143869	+	protein_coding	Rnf17
ENSMUSG00000083261	5	40189452	40190646	+	pseudogene	Gm7816
ENSMUSG00000071771	X	34847000	34851786	+	protein_coding	Rhox4b
ENSMUSG00000026739	2	18598644	18608256	+	protein_coding	Bmi1
ENSMUSG00000068893	3	92019841	92061220	+	protein_coding	Sprr2a2
ENSMUSG00000106715	NA	NA	NA	NA	NA	NA
ENSMUSG00000062300	7	20301992	20334922	-	protein_coding	Pvrl2
ENSMUSG00000067924	X	50972354	50973585	-	protein_coding	Cxx1b
ENSMUSG00000030717	7	133766762	133770524	-	protein_coding	Nupr1
ENSMUSG00000019359	X	97925211	97934234	+	protein_coding	Gdpd2
ENSMUSG00000096252	NA	NA	NA	NA	NA	NA
ENSMUSG00000025658	X	154259367	154481249	-	protein_coding	Cnksr2
ENSMUSG00000026177	1	74421776	74432636	+	protein_coding	Slc11a1
ENSMUSG00000050926	X	41718634	41721519	-	protein_coding	Dcaf12l2
ENSMUSG00000058831	6	29326670	29338468	-	protein_coding	Opn1sw
ENSMUSG00000004880	1	183745446	183772532	-	protein_coding	Lbr
ENSMUSG00000089951	2	176317756	176329924	-	protein_coding	Gm14435
ENSMUSG00000025268	X	147240912	147248888	-	protein_coding	Maged2
ENSMUSG00000043644	11	120209991	120212504	+	protein_coding	0610009L18Rik
ENSMUSG00000030317	6	115195633	115201867	-	protein_coding	Timp4
ENSMUSG00000055733	X	119508173	119510994	-	protein_coding	Nap1l3
ENSMUSG00000075184	10	43313232	43350722	+	protein_coding	F930017D23Rik
ENSMUSG00000037736	5	67137073	67448398	+	protein_coding	Limch1
ENSMUSG00000020423	1	135971746	135975697	-	protein_coding	Btg2
ENSMUSG00000024664	19	10116037	10134161	+	protein_coding	Fads3
ENSMUSG00000036304	16	43969190	43979206	-	protein_coding	Zdhhc23
ENSMUSG00000071342	12	40902972	40925902	-	protein_coding	Gm889
ENSMUSG00000003559	19	46781932	46815585	+	protein_coding	As3mt
ENSMUSG00000028958	5	23951275	23953672	-	protein_coding	Tmub1
ENSMUSG00000091277	12	49655168	49660958	-	protein_coding	Gm1818
ENSMUSG00000083045	3	135158616	135158847	+	pseudogene	Gm16100
ENSMUSG00000056508	12	111905898	111920829	-	protein_coding	1700001K19Rik
ENSMUSG00000076488	6	41485552	41485605	+	IG_J_gene	Trbj1-6
ENSMUSG00000025201	2	52475251	52476121	+	protein_coding	Gm13540
ENSMUSG00000052534	1	170050129	170362300	-	protein_coding	Pbx1
ENSMUSG00000027082	2	84273011	84316932	-	protein_coding	Tfpi
ENSMUSG00000046805	19	12535268	12539774	+	protein_coding	Mpeg1
ENSMUSG00000053310	9	37352077	37360330	-	protein_coding	Nrgn
