category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:1903383	1	0.828905672359438	0	2	regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway	BP	1	1
GO:1903384	1	0.828905672359438	0	2	negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway	BP	1	1
GO:1903385	1	0.754651641873248	0	3	regulation of homophilic cell adhesion	BP	1	1
GO:1903387	1	0.828905672359438	0	2	positive regulation of homophilic cell adhesion	BP	1	1
GO:1903391	1	0.687037585581542	0	4	regulation of adherens junction organization	BP	1	1
GO:1903392	1	0.754651641873248	0	3	negative regulation of adherens junction organization	BP	1	1
GO:1903393	1	0.910450356459746	0	1	positive regulation of adherens junction organization	BP	1	1
GO:1903394	1	0.910450356459746	0	1	protein localization to kinetochore involved in kinetochore assembly	BP	1	1
GO:1903401	1	0.828905672359438	0	2	L-lysine transmembrane transport	BP	1	1
GO:1903408	1	0.910450356459746	0	1	positive regulation of P-type sodium:potassium-exchanging transporter activity	BP	1	1
GO:1903412	1	0.910450356459746	0	1	response to bile acid	BP	1	1
GO:1903427	1	0.471891331472938	0	8	negative regulation of reactive oxygen species biosynthetic process	BP	1	1
GO:1903430	1	0.828905672359438	0	2	negative regulation of cell maturation	BP	1	1
GO:1903431	1	0.687037585581542	0	4	positive regulation of cell maturation	BP	1	1
GO:1903433	1	0.910450356459746	0	1	regulation of constitutive secretory pathway	BP	1	1
GO:1903434	1	0.910450356459746	0	1	negative regulation of constitutive secretory pathway	BP	1	1
GO:1903436	1	0.910450356459746	0	1	regulation of mitotic cytokinetic process	BP	1	1
GO:1903438	1	0.910450356459746	0	1	positive regulation of mitotic cytokinetic process	BP	1	1
GO:1903441	1	0.569411367653927	0	6	protein localization to ciliary membrane	BP	1	1
GO:1903444	1	0.828905672359438	0	2	negative regulation of brown fat cell differentiation	BP	1	1
GO:1903450	1	0.754651641873248	0	3	regulation of G1 to G0 transition	BP	1	1
GO:1903451	1	0.910450356459746	0	1	negative regulation of G1 to G0 transition	BP	1	1
GO:1903457	1	0.910450356459746	0	1	lactate catabolic process	BP	1	1
GO:1903461	1	0.910450356459746	0	1	Okazaki fragment processing involved in mitotic DNA replication	BP	1	1
GO:1903487	1	0.754651641873248	0	3	regulation of lactation	BP	1	1
GO:1903489	1	0.828905672359438	0	2	positive regulation of lactation	BP	1	1
GO:1903490	1	0.828905672359438	0	2	positive regulation of mitotic cytokinesis	BP	1	1
GO:1903503	1	0.828905672359438	0	2	ATPase inhibitor complex	CC	1	1
GO:1903504	1	0.754651641873248	0	3	regulation of mitotic spindle checkpoint	BP	1	1
GO:1903510	1	0.0653741023409224	0	29	mucopolysaccharide metabolic process	BP	1	1
GO:1903513	1	0.625470793068145	0	5	endoplasmic reticulum to cytosol transport	BP	1	1
GO:1903515	1	0.910450356459746	0	1	calcium ion transport from cytosol to endoplasmic reticulum	BP	1	1
GO:1903516	1	0.910450356459746	0	1	regulation of single strand break repair	BP	1	1
GO:1903518	1	0.910450356459746	0	1	positive regulation of single strand break repair	BP	1	1
GO:1903525	1	0.828905672359438	0	2	regulation of membrane tubulation	BP	1	1
GO:1903527	1	0.828905672359438	0	2	positive regulation of membrane tubulation	BP	1	1
GO:1903539	1	0.244378378056331	0	15	protein localization to postsynaptic membrane	BP	1	1
GO:1903540	1	0.828905672359438	0	2	establishment of protein localization to postsynaptic membrane	BP	1	1
GO:1903541	1	0.687037585581542	0	4	regulation of exosomal secretion	BP	1	1
GO:1903543	1	0.687037585581542	0	4	positive regulation of exosomal secretion	BP	1	1
GO:1903546	1	0.828905672359438	0	2	protein localization to photoreceptor outer segment	BP	1	1
GO:1903551	1	0.754651641873248	0	3	regulation of extracellular exosome assembly	BP	1	1
GO:1903553	1	0.754651641873248	0	3	positive regulation of extracellular exosome assembly	BP	1	1
GO:1903565	1	0.910450356459746	0	1	negative regulation of protein localization to cilium	BP	1	1
GO:1903567	1	0.910450356459746	0	1	regulation of protein localization to ciliary membrane	BP	1	1
GO:1903568	1	0.910450356459746	0	1	negative regulation of protein localization to ciliary membrane	BP	1	1
GO:1903570	1	0.910450356459746	0	1	regulation of protein kinase D signaling	BP	1	1
GO:1903572	1	0.910450356459746	0	1	positive regulation of protein kinase D signaling	BP	1	1
GO:1903573	1	0.268479271334579	0	14	negative regulation of response to endoplasmic reticulum stress	BP	1	1
GO:1903575	1	0.687037585581542	0	4	cornified envelope assembly	BP	1	1
GO:1903580	1	0.244378378056331	0	15	positive regulation of ATP metabolic process	BP	1	1
GO:1903587	1	0.429574765965613	0	9	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	BP	1	1
GO:1903588	1	0.754651641873248	0	3	negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	BP	1	1
GO:1903589	1	0.569411367653927	0	6	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	BP	1	1
GO:1903593	1	0.910450356459746	0	1	regulation of histamine secretion by mast cell	BP	1	1
GO:1903595	1	0.910450356459746	0	1	positive regulation of histamine secretion by mast cell	BP	1	1
GO:1903596	1	0.625470793068145	0	5	regulation of gap junction assembly	BP	1	1
GO:1903597	1	0.828905672359438	0	2	negative regulation of gap junction assembly	BP	1	1
GO:1903598	1	0.828905672359438	0	2	positive regulation of gap junction assembly	BP	1	1
GO:1903599	1	0.754651641873248	0	3	positive regulation of autophagy of mitochondrion	BP	1	1
GO:1903608	1	0.754651641873248	0	3	protein localization to cytoplasmic stress granule	BP	1	1
GO:1903609	1	0.910450356459746	0	1	negative regulation of inward rectifier potassium channel activity	BP	1	1
GO:1903613	1	0.828905672359438	0	2	regulation of protein tyrosine phosphatase activity	BP	1	1
GO:1903614	1	0.910450356459746	0	1	negative regulation of protein tyrosine phosphatase activity	BP	1	1
GO:1903615	1	0.910450356459746	0	1	positive regulation of protein tyrosine phosphatase activity	BP	1	1
GO:1903618	1	0.910450356459746	0	1	regulation of transdifferentiation	BP	1	1
GO:1903620	1	0.910450356459746	0	1	positive regulation of transdifferentiation	BP	1	1
GO:1903625	1	0.828905672359438	0	2	negative regulation of DNA catabolic process	BP	1	1
GO:1903630	1	0.910450356459746	0	1	regulation of aminoacyl-tRNA ligase activity	BP	1	1
GO:1903632	1	0.910450356459746	0	1	positive regulation of aminoacyl-tRNA ligase activity	BP	1	1
GO:1903636	1	0.910450356459746	0	1	regulation of protein insertion into mitochondrial outer membrane	BP	1	1
GO:1903638	1	0.910450356459746	0	1	positive regulation of protein insertion into mitochondrial outer membrane	BP	1	1
GO:1903644	1	0.910450356459746	0	1	regulation of chaperone-mediated protein folding	BP	1	1
GO:1903645	1	0.910450356459746	0	1	negative regulation of chaperone-mediated protein folding	BP	1	1
GO:1903649	1	0.391046203709903	0	10	regulation of cytoplasmic transport	BP	1	1
GO:1903650	1	0.910450356459746	0	1	negative regulation of cytoplasmic transport	BP	1	1
GO:1903651	1	0.687037585581542	0	4	positive regulation of cytoplasmic transport	BP	1	1
GO:1903659	1	0.687037585581542	0	4	regulation of complement-dependent cytotoxicity	BP	1	1
GO:1903660	1	0.828905672359438	0	2	negative regulation of complement-dependent cytotoxicity	BP	1	1
GO:1903661	1	0.910450356459746	0	1	positive regulation of complement-dependent cytotoxicity	BP	1	1
GO:1903670	1	0.138937020073173	0	21	regulation of sprouting angiogenesis	BP	1	1
GO:1903671	1	0.471891331472938	0	8	negative regulation of sprouting angiogenesis	BP	1	1
GO:1903672	1	0.35596715913394	0	11	positive regulation of sprouting angiogenesis	BP	1	1
GO:1903689	1	0.754651641873248	0	3	regulation of wound healing, spreading of epidermal cells	BP	1	1
GO:1903690	1	0.910450356459746	0	1	negative regulation of wound healing, spreading of epidermal cells	BP	1	1
GO:1903691	1	0.828905672359438	0	2	positive regulation of wound healing, spreading of epidermal cells	BP	1	1
GO:1903697	1	0.910450356459746	0	1	negative regulation of microvillus assembly	BP	1	1
GO:1903704	1	0.910450356459746	0	1	negative regulation of siRNA production	BP	1	1
GO:1903710	1	0.910450356459746	0	1	spermine transmembrane transport	BP	1	1
GO:1903712	1	0.828905672359438	0	2	cysteine transmembrane transport	BP	1	1
GO:1903713	1	0.910450356459746	0	1	asparagine transmembrane transport	BP	1	1
GO:1903720	1	0.910450356459746	0	1	negative regulation of I-kappaB phosphorylation	BP	1	1
GO:1903729	1	0.471891331472938	0	8	regulation of plasma membrane organization	BP	1	1
GO:1903742	1	0.910450356459746	0	1	regulation of anterograde synaptic vesicle transport	BP	1	1
GO:1903744	1	0.910450356459746	0	1	positive regulation of anterograde synaptic vesicle transport	BP	1	1
GO:1903750	1	0.754651641873248	0	3	regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide	BP	1	1
GO:1903751	1	0.754651641873248	0	3	negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide	BP	1	1
GO:1903763	1	0.828905672359438	0	2	gap junction channel activity involved in cell communication by electrical coupling	MF	1	1
GO:1903764	1	0.910450356459746	0	1	regulation of potassium ion export across plasma membrane	BP	1	1
GO:1903765	1	0.910450356459746	0	1	negative regulation of potassium ion export across plasma membrane	BP	1	1
GO:1903769	1	0.910450356459746	0	1	negative regulation of cell proliferation in bone marrow	BP	1	1
GO:1903771	1	0.910450356459746	0	1	positive regulation of beta-galactosidase activity	BP	1	1
GO:1903778	1	0.910450356459746	0	1	protein localization to vacuolar membrane	BP	1	1
GO:1903779	1	0.828905672359438	0	2	regulation of cardiac conduction	BP	1	1
GO:1903789	1	0.625470793068145	0	5	regulation of amino acid transmembrane transport	BP	1	1
GO:1903790	1	0.828905672359438	0	2	guanine nucleotide transmembrane transport	BP	1	1
GO:1903797	1	0.754651641873248	0	3	positive regulation of inorganic anion transmembrane transport	BP	1	1
GO:1903798	1	0.569411367653927	0	6	regulation of miRNA maturation	BP	1	1
GO:1903799	1	0.625470793068145	0	5	negative regulation of miRNA maturation	BP	1	1
GO:1903800	1	0.754651641873248	0	3	positive regulation of miRNA maturation	BP	1	1
GO:1903801	1	0.754651641873248	0	3	L-leucine import across plasma membrane	BP	1	1
GO:1903804	1	0.910450356459746	0	1	glycine import across plasma membrane	BP	1	1
GO:1903817	1	0.828905672359438	0	2	negative regulation of voltage-gated potassium channel activity	BP	1	1
GO:1903818	1	0.754651641873248	0	3	positive regulation of voltage-gated potassium channel activity	BP	1	1
GO:1903826	1	0.687037585581542	0	4	L-arginine transmembrane transport	BP	1	1
GO:1903840	1	0.910450356459746	0	1	response to arsenite(3-)	BP	1	1
GO:1903841	1	0.910450356459746	0	1	cellular response to arsenite(3-)	BP	1	1
GO:1903842	1	0.910450356459746	0	1	response to arsenite ion	BP	1	1
GO:1903843	1	0.910450356459746	0	1	cellular response to arsenite ion	BP	1	1
GO:1903847	1	0.828905672359438	0	2	regulation of aorta morphogenesis	BP	1	1
GO:1903849	1	0.828905672359438	0	2	positive regulation of aorta morphogenesis	BP	1	1
GO:1903850	1	0.828905672359438	0	2	regulation of cristae formation	BP	1	1
GO:1903852	1	0.828905672359438	0	2	positive regulation of cristae formation	BP	1	1
GO:1903859	1	0.518367528778075	0	7	regulation of dendrite extension	BP	1	1
GO:1903860	1	0.910450356459746	0	1	negative regulation of dendrite extension	BP	1	1
GO:1903861	1	0.569411367653927	0	6	positive regulation of dendrite extension	BP	1	1
GO:1903862	1	0.754651641873248	0	3	positive regulation of oxidative phosphorylation	BP	1	1
GO:1903867	1	0.625470793068145	0	5	extraembryonic membrane development	BP	1	1
GO:1903881	1	0.910450356459746	0	1	regulation of interleukin-17-mediated signaling pathway	BP	1	1
GO:1903883	1	0.910450356459746	0	1	positive regulation of interleukin-17-mediated signaling pathway	BP	1	1
GO:1903884	1	0.910450356459746	0	1	regulation of chemokine (C-C motif) ligand 20 production	BP	1	1
GO:1903886	1	0.910450356459746	0	1	positive regulation of chemokine (C-C motif) ligand 20 production	BP	1	1
GO:1903894	1	0.828905672359438	0	2	regulation of IRE1-mediated unfolded protein response	BP	1	1
GO:1903895	1	0.910450356459746	0	1	negative regulation of IRE1-mediated unfolded protein response	BP	1	1
GO:1903896	1	0.910450356459746	0	1	positive regulation of IRE1-mediated unfolded protein response	BP	1	1
GO:1903897	1	0.754651641873248	0	3	regulation of PERK-mediated unfolded protein response	BP	1	1
GO:1903898	1	0.910450356459746	0	1	negative regulation of PERK-mediated unfolded protein response	BP	1	1
GO:1903899	1	0.828905672359438	0	2	positive regulation of PERK-mediated unfolded protein response	BP	1	1
GO:1903900	1	0.00615375253985817	0	54	regulation of viral life cycle	BP	1	1
GO:1903901	1	0.294951954608044	0	13	negative regulation of viral life cycle	BP	1	1
GO:1903902	1	0.471891331472938	0	8	positive regulation of viral life cycle	BP	1	1
GO:1903903	1	0.754651641873248	0	3	regulation of establishment of T cell polarity	BP	1	1
GO:1903904	1	0.910450356459746	0	1	negative regulation of establishment of T cell polarity	BP	1	1
GO:1903905	1	0.910450356459746	0	1	positive regulation of establishment of T cell polarity	BP	1	1
GO:1903906	1	0.910450356459746	0	1	regulation of plasma membrane raft polarization	BP	1	1
GO:1903911	1	0.625470793068145	0	5	positive regulation of receptor clustering	BP	1	1
GO:1903912	1	0.910450356459746	0	1	negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation	BP	1	1
GO:1903921	1	0.910450356459746	0	1	regulation of protein processing in phagocytic vesicle	BP	1	1
GO:1903923	1	0.910450356459746	0	1	positive regulation of protein processing in phagocytic vesicle	BP	1	1
GO:1903924	1	0.910450356459746	0	1	estradiol binding	MF	1	1
GO:1903925	1	0.910450356459746	0	1	response to bisphenol A	BP	1	1
GO:1903926	1	0.910450356459746	0	1	cellular response to bisphenol A	BP	1	1
GO:1903929	1	0.910450356459746	0	1	primary palate development	BP	1	1
GO:1903932	1	0.828905672359438	0	2	regulation of DNA primase activity	BP	1	1
GO:1903934	1	0.828905672359438	0	2	positive regulation of DNA primase activity	BP	1	1
GO:1903939	1	0.910450356459746	0	1	regulation of TORC2 signaling	BP	1	1
GO:1903943	1	0.828905672359438	0	2	regulation of hepatocyte apoptotic process	BP	1	1
GO:1903944	1	0.828905672359438	0	2	negative regulation of hepatocyte apoptotic process	BP	1	1
GO:1903946	1	0.910450356459746	0	1	negative regulation of ventricular cardiac muscle cell action potential	BP	1	1
GO:1903955	1	0.828905672359438	0	2	positive regulation of protein targeting to mitochondrion	BP	1	1
GO:1903958	1	0.910450356459746	0	1	nitric-oxide synthase complex	CC	1	1
GO:1903964	1	0.828905672359438	0	2	monounsaturated fatty acid metabolic process	BP	1	1
GO:1903966	1	0.828905672359438	0	2	monounsaturated fatty acid biosynthetic process	BP	1	1
GO:1903971	1	0.828905672359438	0	2	positive regulation of response to macrophage colony-stimulating factor	BP	1	1
GO:1903974	1	0.828905672359438	0	2	positive regulation of cellular response to macrophage colony-stimulating factor stimulus	BP	1	1
GO:1903980	1	0.625470793068145	0	5	positive regulation of microglial cell activation	BP	1	1
GO:1903981	1	0.910450356459746	0	1	enterobactin binding	MF	1	1
GO:1903988	1	0.910450356459746	0	1	iron ion export across plasma membrane	BP	1	1
GO:1903995	1	0.910450356459746	0	1	regulation of non-membrane spanning protein tyrosine kinase activity	BP	1	1
GO:1903996	1	0.910450356459746	0	1	negative regulation of non-membrane spanning protein tyrosine kinase activity	BP	1	1
GO:1904002	1	0.910450356459746	0	1	regulation of sebum secreting cell proliferation	BP	1	1
GO:1904003	1	0.910450356459746	0	1	negative regulation of sebum secreting cell proliferation	BP	1	1
GO:1904014	1	0.910450356459746	0	1	response to serotonin	BP	1	1
GO:1904015	1	0.910450356459746	0	1	cellular response to serotonin	BP	1	1
GO:1904020	1	0.910450356459746	0	1	regulation of G protein-coupled receptor internalization	BP	1	1
GO:1904022	1	0.910450356459746	0	1	positive regulation of G protein-coupled receptor internalization	BP	1	1
GO:1904023	1	0.910450356459746	0	1	regulation of glucose catabolic process to lactate via pyruvate	BP	1	1
GO:1904024	1	0.910450356459746	0	1	negative regulation of glucose catabolic process to lactate via pyruvate	BP	1	1
GO:1904026	1	0.754651641873248	0	3	regulation of collagen fibril organization	BP	1	1
GO:1904028	1	0.828905672359438	0	2	positive regulation of collagen fibril organization	BP	1	1
GO:1904032	1	0.910450356459746	0	1	regulation of t-SNARE clustering	BP	1	1
GO:1904034	1	0.910450356459746	0	1	positive regulation of t-SNARE clustering	BP	1	1
GO:1904041	1	0.910450356459746	0	1	regulation of cystathionine beta-synthase activity	BP	1	1
GO:1904042	1	0.910450356459746	0	1	negative regulation of cystathionine beta-synthase activity	BP	1	1
GO:1904044	1	0.910450356459746	0	1	response to aldosterone	BP	1	1
GO:1904045	1	0.910450356459746	0	1	cellular response to aldosterone	BP	1	1
GO:1904048	1	0.910450356459746	0	1	regulation of spontaneous neurotransmitter secretion	BP	1	1
GO:1904049	1	0.910450356459746	0	1	negative regulation of spontaneous neurotransmitter secretion	BP	1	1
GO:1904055	1	0.910450356459746	0	1	negative regulation of cholangiocyte proliferation	BP	1	1
GO:1904057	1	0.910450356459746	0	1	negative regulation of sensory perception of pain	BP	1	1
GO:1904058	1	0.687037585581542	0	4	positive regulation of sensory perception of pain	BP	1	1
GO:1904059	1	0.910450356459746	0	1	regulation of locomotor rhythm	BP	1	1
GO:1904073	1	0.910450356459746	0	1	regulation of trophectodermal cell proliferation	BP	1	1
GO:1904075	1	0.910450356459746	0	1	positive regulation of trophectodermal cell proliferation	BP	1	1
GO:1904091	1	0.910450356459746	0	1	non-ribosomal peptide synthetase activity	MF	1	1
GO:1904092	1	0.687037585581542	0	4	regulation of autophagic cell death	BP	1	1
GO:1904093	1	0.910450356459746	0	1	negative regulation of autophagic cell death	BP	1	1
GO:1904094	1	0.754651641873248	0	3	positive regulation of autophagic cell death	BP	1	1
GO:1904109	1	0.910450356459746	0	1	positive regulation of cholesterol import	BP	1	1
GO:1904121	1	0.910450356459746	0	1	phosphatidylethanolamine transfer activity	MF	1	1
GO:1904140	1	0.910450356459746	0	1	negative regulation of microglial cell migration	BP	1	1
GO:1904149	1	0.687037585581542	0	4	regulation of microglial cell mediated cytotoxicity	BP	1	1
GO:1904150	1	0.910450356459746	0	1	negative regulation of microglial cell mediated cytotoxicity	BP	1	1
GO:1904151	1	0.754651641873248	0	3	positive regulation of microglial cell mediated cytotoxicity	BP	1	1
GO:1904152	1	0.754651641873248	0	3	regulation of retrograde protein transport, ER to cytosol	BP	1	1
GO:1904153	1	0.828905672359438	0	2	negative regulation of retrograde protein transport, ER to cytosol	BP	1	1
GO:1904154	1	0.910450356459746	0	1	positive regulation of retrograde protein transport, ER to cytosol	BP	1	1
GO:1904170	1	0.754651641873248	0	3	regulation of bleb assembly	BP	1	1
GO:1904171	1	0.910450356459746	0	1	negative regulation of bleb assembly	BP	1	1
GO:1904172	1	0.828905672359438	0	2	positive regulation of bleb assembly	BP	1	1
GO:1904177	1	0.754651641873248	0	3	regulation of adipose tissue development	BP	1	1
GO:1904178	1	0.910450356459746	0	1	negative regulation of adipose tissue development	BP	1	1
GO:1904179	1	0.828905672359438	0	2	positive regulation of adipose tissue development	BP	1	1
GO:1904180	1	0.828905672359438	0	2	negative regulation of membrane depolarization	BP	1	1
GO:1904181	1	0.687037585581542	0	4	positive regulation of membrane depolarization	BP	1	1
GO:1904192	1	0.910450356459746	0	1	regulation of cholangiocyte apoptotic process	BP	1	1
GO:1904193	1	0.910450356459746	0	1	negative regulation of cholangiocyte apoptotic process	BP	1	1
GO:1904200	1	0.910450356459746	0	1	iodide transmembrane transport	BP	1	1
GO:1904204	1	0.910450356459746	0	1	regulation of skeletal muscle hypertrophy	BP	1	1
GO:1904205	1	0.910450356459746	0	1	negative regulation of skeletal muscle hypertrophy	BP	1	1
GO:1904210	1	0.910450356459746	0	1	VCP-NPL4-UFD1 AAA ATPase complex assembly	BP	1	1
GO:1904217	1	0.910450356459746	0	1	regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity	BP	1	1
GO:1904219	1	0.910450356459746	0	1	positive regulation of CDP-diacylglycerol-serine O-phosphatidyltransferase activity	BP	1	1
GO:1904220	1	0.828905672359438	0	2	regulation of serine C-palmitoyltransferase activity	BP	1	1
GO:1904221	1	0.910450356459746	0	1	negative regulation of serine C-palmitoyltransferase activity	BP	1	1
GO:1904222	1	0.910450356459746	0	1	positive regulation of serine C-palmitoyltransferase activity	BP	1	1
GO:1904229	1	0.910450356459746	0	1	regulation of succinate dehydrogenase activity	BP	1	1
GO:1904231	1	0.910450356459746	0	1	positive regulation of succinate dehydrogenase activity	BP	1	1
GO:1904239	1	0.910450356459746	0	1	regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly	BP	1	1
GO:1904240	1	0.910450356459746	0	1	negative regulation of VCP-NPL4-UFD1 AAA ATPase complex assembly	BP	1	1
GO:1904242	1	0.910450356459746	0	1	regulation of pancreatic trypsinogen secretion	BP	1	1
GO:1904244	1	0.910450356459746	0	1	positive regulation of pancreatic trypsinogen secretion	BP	1	1
GO:1904251	1	0.687037585581542	0	4	regulation of bile acid metabolic process	BP	1	1
GO:1904252	1	0.828905672359438	0	2	negative regulation of bile acid metabolic process	BP	1	1
GO:1904253	1	0.910450356459746	0	1	positive regulation of bile acid metabolic process	BP	1	1
GO:1904259	1	0.754651641873248	0	3	regulation of basement membrane assembly involved in embryonic body morphogenesis	BP	1	1
GO:1904261	1	0.754651641873248	0	3	positive regulation of basement membrane assembly involved in embryonic body morphogenesis	BP	1	1
GO:1904271	1	0.910450356459746	0	1	L-proline import across plasma membrane	BP	1	1
GO:1904274	1	0.910450356459746	0	1	tricellular tight junction assembly	BP	1	1
GO:1904288	1	0.910450356459746	0	1	BAT3 complex binding	MF	1	1
GO:1904289	1	0.910450356459746	0	1	regulation of mitotic DNA damage checkpoint	BP	1	1
GO:1904291	1	0.910450356459746	0	1	positive regulation of mitotic DNA damage checkpoint	BP	1	1
GO:1904292	1	0.687037585581542	0	4	regulation of ERAD pathway	BP	1	1
GO:1904293	1	0.828905672359438	0	2	negative regulation of ERAD pathway	BP	1	1
GO:1904294	1	0.828905672359438	0	2	positive regulation of ERAD pathway	BP	1	1
GO:1904298	1	0.828905672359438	0	2	regulation of transcytosis	BP	1	1
GO:1904300	1	0.828905672359438	0	2	positive regulation of transcytosis	BP	1	1
GO:1904301	1	0.910450356459746	0	1	regulation of maternal process involved in parturition	BP	1	1
GO:1904303	1	0.910450356459746	0	1	positive regulation of maternal process involved in parturition	BP	1	1
GO:1904304	1	0.910450356459746	0	1	regulation of gastro-intestinal system smooth muscle contraction	BP	1	1
GO:1904306	1	0.910450356459746	0	1	positive regulation of gastro-intestinal system smooth muscle contraction	BP	1	1
GO:1904323	1	0.910450356459746	0	1	regulation of inhibitory G protein-coupled receptor phosphorylation	BP	1	1
GO:1904325	1	0.910450356459746	0	1	positive regulation of inhibitory G protein-coupled receptor phosphorylation	BP	1	1
GO:1904339	1	0.910450356459746	0	1	negative regulation of dopaminergic neuron differentiation	BP	1	1
GO:1904340	1	0.828905672359438	0	2	positive regulation of dopaminergic neuron differentiation	BP	1	1
GO:1904350	1	0.625470793068145	0	5	regulation of protein catabolic process in the vacuole	BP	1	1
GO:1904352	1	0.754651641873248	0	3	positive regulation of protein catabolic process in the vacuole	BP	1	1
GO:1904353	1	0.687037585581542	0	4	regulation of telomere capping	BP	1	1
GO:1904355	1	0.687037585581542	0	4	positive regulation of telomere capping	BP	1	1
GO:1904358	1	0.244378378056331	0	15	positive regulation of telomere maintenance via telomere lengthening	BP	1	1
GO:1904370	1	0.910450356459746	0	1	regulation of protein localization to actin cortical patch	BP	1	1
GO:1904372	1	0.910450356459746	0	1	positive regulation of protein localization to actin cortical patch	BP	1	1
GO:1904376	1	0.391046203709903	0	10	negative regulation of protein localization to cell periphery	BP	1	1
GO:1904382	1	0.910450356459746	0	1	mannose trimming involved in glycoprotein ERAD pathway	BP	1	1
GO:1904384	1	0.910450356459746	0	1	cellular response to sodium phosphate	BP	1	1
GO:1904385	1	0.471891331472938	0	8	cellular response to angiotensin	BP	1	1
GO:1904386	1	0.910450356459746	0	1	response to L-phenylalanine derivative	BP	1	1
GO:1904395	1	0.754651641873248	0	3	positive regulation of skeletal muscle acetylcholine-gated channel clustering	BP	1	1
GO:1904397	1	0.910450356459746	0	1	negative regulation of neuromuscular junction development	BP	1	1
GO:1904406	1	0.391046203709903	0	10	negative regulation of nitric oxide metabolic process	BP	1	1
GO:1904408	1	0.910450356459746	0	1	melatonin binding	MF	1	1
GO:1904409	1	0.910450356459746	0	1	regulation of secretory granule organization	BP	1	1
GO:1904411	1	0.910450356459746	0	1	positive regulation of secretory granule organization	BP	1	1
GO:1904412	1	0.910450356459746	0	1	regulation of cardiac ventricle development	BP	1	1
GO:1904414	1	0.910450356459746	0	1	positive regulation of cardiac ventricle development	BP	1	1
GO:1904415	1	0.754651641873248	0	3	regulation of xenophagy	BP	1	1
GO:1904417	1	0.754651641873248	0	3	positive regulation of xenophagy	BP	1	1
GO:1904425	1	0.828905672359438	0	2	negative regulation of GTP binding	BP	1	1
GO:1904428	1	0.625470793068145	0	5	negative regulation of tubulin deacetylation	BP	1	1
GO:1904429	1	0.910450356459746	0	1	regulation of t-circle formation	BP	1	1
GO:1904430	1	0.910450356459746	0	1	negative regulation of t-circle formation	BP	1	1
GO:1904438	1	0.828905672359438	0	2	regulation of iron ion import across plasma membrane	BP	1	1
GO:1904440	1	0.828905672359438	0	2	positive regulation of iron ion import across plasma membrane	BP	1	1
GO:1904441	1	0.910450356459746	0	1	regulation of thyroid gland epithelial cell proliferation	BP	1	1
GO:1904442	1	0.910450356459746	0	1	negative regulation of thyroid gland epithelial cell proliferation	BP	1	1
GO:1904444	1	0.910450356459746	0	1	regulation of establishment of Sertoli cell barrier	BP	1	1
GO:1904446	1	0.910450356459746	0	1	positive regulation of establishment of Sertoli cell barrier	BP	1	1
GO:1904447	1	0.828905672359438	0	2	folate import across plasma membrane	BP	1	1
GO:1904451	1	0.828905672359438	0	2	regulation of potassium:proton exchanging ATPase activity	BP	1	1
GO:1904453	1	0.910450356459746	0	1	positive regulation of potassium:proton exchanging ATPase activity	BP	1	1
GO:1904457	1	0.828905672359438	0	2	positive regulation of neuronal action potential	BP	1	1
GO:1904464	1	0.625470793068145	0	5	regulation of matrix metallopeptidase secretion	BP	1	1
GO:1904465	1	0.828905672359438	0	2	negative regulation of matrix metallopeptidase secretion	BP	1	1
GO:1904466	1	0.828905672359438	0	2	positive regulation of matrix metallopeptidase secretion	BP	1	1
GO:1904470	1	0.910450356459746	0	1	regulation of endothelin production	BP	1	1
GO:1904472	1	0.910450356459746	0	1	positive regulation of endothelin production	BP	1	1
GO:1904478	1	0.687037585581542	0	4	regulation of intestinal absorption	BP	1	1
GO:1904480	1	0.828905672359438	0	2	positive regulation of intestinal absorption	BP	1	1
GO:1904481	1	0.910450356459746	0	1	response to tetrahydrofolate	BP	1	1
GO:1904482	1	0.910450356459746	0	1	cellular response to tetrahydrofolate	BP	1	1
GO:1904491	1	0.828905672359438	0	2	protein localization to ciliary transition zone	BP	1	1
GO:1904505	1	0.754651641873248	0	3	regulation of telomere maintenance in response to DNA damage	BP	1	1
GO:1904507	1	0.754651641873248	0	3	positive regulation of telomere maintenance in response to DNA damage	BP	1	1
GO:1904515	1	0.910450356459746	0	1	positive regulation of TORC2 signaling	BP	1	1
GO:1904526	1	0.754651641873248	0	3	regulation of microtubule binding	BP	1	1
GO:1904527	1	0.910450356459746	0	1	negative regulation of microtubule binding	BP	1	1
GO:1904528	1	0.828905672359438	0	2	positive regulation of microtubule binding	BP	1	1
GO:1904529	1	0.910450356459746	0	1	regulation of actin filament binding	BP	1	1
GO:1904530	1	0.910450356459746	0	1	negative regulation of actin filament binding	BP	1	1
